ID,Statistic Label,TLIST(A1),Year,C04042V04804,Type of Building,C03440V04149,Energy Rating,UNIT,VALUE
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,30,Primary health care,-,All BER ratings,Mean kilowatt-hours,19110
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,40,Restaurant/public house,13,A - B,Mean kilowatt-hours,46953
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,40,Restaurant/public house,07,C,Mean kilowatt-hours,34471
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,40,Restaurant/public house,08,D,Mean kilowatt-hours,36636
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,40,Restaurant/public house,09,E,Mean kilowatt-hours,37041
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,40,Restaurant/public house,10,F- G,Mean kilowatt-hours,29057
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,40,Restaurant/public house,-,All BER ratings,Mean kilowatt-hours,35446
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,50,Retail,13,A - B,Mean kilowatt-hours,65630
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,50,Retail,07,C,Mean kilowatt-hours,32123
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,50,Retail,08,D,Mean kilowatt-hours,20166
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,50,Retail,09,E,Mean kilowatt-hours,13937
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,50,Retail,10,F- G,Mean kilowatt-hours,18430
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,50,Retail,-,All BER ratings,Mean kilowatt-hours,31354
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,-,Total of selected building types,13,A - B,Mean kilowatt-hours,64990
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,-,Total of selected building types,07,C,Mean kilowatt-hours,32499
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,-,Total of selected building types,08,D,Mean kilowatt-hours,22976
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,-,Total of selected building types,09,E,Mean kilowatt-hours,18693
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,-,Total of selected building types,10,F- G,Mean kilowatt-hours,17446
NBEREL01C01,Non-Domestic Electricity Consumption,2021,2021,-,Total of selected building types,-,All BER ratings,Mean kilowatt-hours,
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,10,Community/day centre,13,A - B,Mean kilowatt-hours,20732
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,10,Community/day centre,07,C,Mean kilowatt-hours,24129
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,10,Community/day centre,08,D,Mean kilowatt-hours,19296
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,10,Community/day centre,09,E,Mean kilowatt-hours,26551
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,10,Community/day centre,10,F- G,Mean kilowatt-hours,16135
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,10,Community/day centre,-,All BER ratings,Mean kilowatt-hours,20770
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,20,Office,13,A - B,Mean kilowatt-hours,81819
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,20,Office,07,C,Mean kilowatt-hours,34740
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,20,Office,08,D,Mean kilowatt-hours,24969
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,20,Office,09,E,Mean kilowatt-hours,18724
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,20,Office,10,F- G,Mean kilowatt-hours,15531
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,20,Office,-,All BER ratings,Mean kilowatt-hours,27681
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,30,Primary health care,13,A - B,Mean kilowatt-hours,70348
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,30,Primary health care,07,C,Mean kilowatt-hours,25302
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,30,Primary health care,08,D,Mean kilowatt-hours,12895
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,30,Primary health care,09,E,Mean kilowatt-hours,11011
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,30,Primary health care,10,F- G,Mean kilowatt-hours,8220
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,30,Primary health care,-,All BER ratings,Mean kilowatt-hours,20221
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,40,Restaurant/public house,13,A - B,Mean kilowatt-hours,53087
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,40,Restaurant/public house,07,C,Mean kilowatt-hours,39801
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,40,Restaurant/public house,08,D,Mean kilowatt-hours,43087
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,40,Restaurant/public house,09,E,Mean kilowatt-hours,44529
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,40,Restaurant/public house,10,F- G,Mean kilowatt-hours,41486
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,40,Restaurant/public house,-,All BER ratings,Mean kilowatt-hours,42475
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,50,Retail,13,A - B,Mean kilowatt-hours,71125
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,50,Retail,07,C,Mean kilowatt-hours,33390
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,50,Retail,08,D,Mean kilowatt-hours,21106
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,50,Retail,09,E,Mean kilowatt-hours,14306
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,50,Retail,10,F- G,Mean kilowatt-hours,21012
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,50,Retail,-,All BER ratings,Mean kilowatt-hours,33399
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,-,Total of selected building types,13,A - B,Mean kilowatt-hours,70292
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,-,Total of selected building types,07,C,Mean kilowatt-hours,33829
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,-,Total of selected building types,08,D,Mean kilowatt-hours,24328
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,-,Total of selected building types,09,E,Mean kilowatt-hours,19305
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,-,Total of selected building types,10,F- G,Mean kilowatt-hours,19340
NBEREL01C01,Non-Domestic Electricity Consumption,2022,2022,-,Total of selected building types,-,All BER ratings,Mean kilowatt-hours,
